PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P566
Station name, Visalia_MYCS2005
Begin Date, 2005-11-16
End Date, 2023-04-15
Release Date, 2023-04-16
Source file, P566.cwu.nam14.pos
Offset from source file, 57.23 mm North, -67.12 mm East, -73.81 mm Vertical
Reference position, 36.3244546368 North Latitude, -119.2292875535 East Longitude, 78.15511 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2006-10-26,9.51, -11.92, -7.56, 1.99, 1.73, 7.67, repro,
2006-10-27,9.86, -11.25, -6.74, 1.94, 1.69, 7.55, repro,
2006-10-28,9.54, -11.34, -7.37, 2.17, 1.81, 8.46, repro,
2006-10-29,8.08, -10.76, 0.47, 2, 1.73, 7.8, repro,
2006-10-30,8.89, -11.10, -1.49, 1.94, 1.66, 7.51, repro,
2006-10-31,7.57, -11.87, -3.05, 1.96, 1.68, 7.55, repro,
2006-11-01,9.15, -11.83, -3.54, 2.02, 1.79, 7.91, repro,
2006-11-02,11.60, -10.70, -1.23, 1.96, 1.67, 7.54, repro,
2006-11-03,9.03, -10.98, 2.13, 2, 1.73, 7.76, repro,
2006-11-04,9.54, -10.90, -4.22, 2.03, 1.74, 7.83, repro,
2006-11-05,9.63, -11.46, -9.11, 2.02, 1.72, 7.71, repro,
2006-11-06,8.66, -11.94, -6.27, 1.92, 1.65, 7.44, repro,
2006-11-07,9.80, -10.35, -8.04, 2.07, 1.79, 8.08, repro,
2006-11-08,9.58, -10.96, 0.20, 2.04, 1.72, 7.86, repro,
2006-11-09,10.05, -11.21, 4.47, 2.09, 1.81, 8.21, repro,
2006-11-10,9.88, -10.52, -10.11, 2.01, 1.69, 7.73, repro,
2006-11-11,9.10, -10.30, -9.21, 2.03, 1.72, 7.87, repro,
2006-11-12,8.85, -12.12, -6.20, 2.07, 1.78, 7.98, repro,
2006-11-13,9.80, -10.50, 1.88, 2.05, 1.72, 7.76, repro,
2006-11-14,10.20, -12.24, -5.50, 1.94, 1.63, 7.41, repro,
2006-11-15,10.34, -11.21, -5.74, 1.93, 1.65, 7.39, repro,
2006-11-16,10.20, -10.83, -4.30, 1.92, 1.64, 7.36, repro,
2006-11-17,10.42, -10.84, -8.70, 1.92, 1.63, 7.32, repro,
2006-11-18,10.08, -11.15, -12.11, 1.93, 1.63, 7.31, repro,
2006-11-19,9.74, -12.30, -10.36, 1.93, 1.63, 7.36, repro,
2006-11-20,9.73, -10.86, -8.37, 1.93, 1.64, 7.35, repro,
2006-11-21,9.51, -11.06, -0.55, 1.93, 1.64, 7.37, repro,
2006-11-22,11.05, -11.91, -5.71, 1.93, 1.64, 7.33, repro,
2006-11-23,9.78, -11.34, -11.39, 1.96, 1.68, 7.56, repro,
2006-11-24,9.61, -12.08, -5.49, 2, 1.7, 7.65, repro,
2006-11-25,10.32, -11.99, -1.87, 1.96, 1.65, 7.44, repro,
2006-11-26,9.13, -11.46, -4.74, 1.96, 1.65, 7.46, repro,
2006-11-27,9.63, -12.05, -5.77, 1.96, 1.66, 7.44, repro,
2006-11-28,9.10, -12.04, -4.67, 1.93, 1.66, 7.38, repro,
2006-11-29,9.26, -11.61, -9.44, 1.92, 1.64, 7.3, repro,
2006-11-30,10.73, -12.03, -10.77, 1.92, 1.64, 7.35, repro,
2006-12-01,10.35, -11.26, -10.38, 1.92, 1.64, 7.3, repro,
2006-12-02,9.84, -12.04, -12.46, 1.94, 1.65, 7.38, repro,
2006-12-03,10.63, -11.45, -10.89, 1.94, 1.66, 7.38, repro,
2006-12-04,9.98, -12.21, -16.44, 1.99, 1.68, 7.52, repro,
2006-12-05,9.95, -11.54, -6.81, 1.99, 1.78, 7.62, repro,
2006-12-06,10.90, -12.22, -7.65, 2, 1.8, 7.73, repro,
2006-12-07,10.59, -12.27, -9.51, 1.97, 1.72, 7.59, repro,
2006-12-08,10.67, -11.84, -8.73, 1.96, 1.73, 7.58, repro,
2006-12-09,8.93, -12.33, -8.11, 2.06, 1.85, 7.82, repro,
2006-12-10,9.16, -12.28, -1.14, 2, 1.76, 7.61, repro,
2006-12-11,11.21, -13.43, -8.03, 1.94, 1.69, 7.45, repro,
2006-12-12,10.98, -12.88, -11.03, 2.01, 1.75, 7.63, repro,
2006-12-13,11.81, -12.89, -13.73, 1.96, 1.73, 7.6, repro,
2006-12-14,11.00, -12.76, -10.46, 1.94, 1.68, 7.48, repro,
2006-12-15,10.13, -12.74, -9.80, 2.01, 1.77, 7.81, repro,
2006-12-16,11.45, -13.72, -4.60, 1.99, 1.74, 7.59, repro,
2006-12-17,11.14, -13.73, -4.13, 2.03, 1.82, 8.02, repro,
2006-12-18,9.96, -12.32, -7.35, 2.24, 1.95, 8.82, repro,
2006-12-19,11.04, -13.61, -13.00, 2.05, 1.85, 8.01, repro,
2006-12-20,9.58, -13.41, -14.02, 2.03, 1.83, 7.7, repro,
2006-12-21,9.96, -12.53, -14.03, 1.93, 1.8, 7.56, repro,
2006-12-22,11.43, -12.57, -7.82, 2.08, 1.9, 8.21, repro,
2006-12-23,11.02, -13.19, -9.04, 2, 1.76, 7.84, repro,
2006-12-24,10.49, -12.85, -13.26, 1.94, 1.68, 7.49, repro,
2006-12-25,10.55, -13.34, -18.31, 1.99, 1.79, 7.64, repro,
2006-12-26,11.45, -13.03, -14.37, 1.95, 1.74, 7.58, repro,
2006-12-27,11.50, -13.22, -12.19, 2.01, 1.83, 8.02, repro,
2006-12-28,11.22, -13.28, -9.76, 2.29, 2.17, 9.32, repro,
2006-12-29,12.15, -13.35, -13.33, 2.01, 1.77, 7.78, repro,
2006-12-30,12.03, -13.37, -13.39, 2, 1.77, 7.75, repro,
2006-12-31,12.19, -13.75, -17.76, 2.14, 1.92, 8.52, repro,
2007-01-01,11.78, -13.72, -12.89, 2.07, 1.88, 8.13, repro,
2007-01-02,11.57, -13.29, -14.63, 2.12, 1.94, 8.34, repro,
2007-01-03,12.36, -12.88, -5.59, 1.99, 1.81, 7.75, repro,
2007-01-04,12.14, -14.84, -7.98, 1.93, 1.7, 7.55, repro,
2007-01-05,12.52, -16.20, -14.49, 1.91, 1.68, 7.42, repro,
2007-01-06,11.94, -13.45, -17.27, 1.93, 1.75, 7.56, repro,
2007-01-07,12.44, -12.09, -17.48, 1.95, 1.69, 7.44, repro,
2007-01-08,11.88, -13.90, -20.29, 1.99, 1.72, 7.58, repro,
2007-01-09,12.04, -13.77, -18.71, 1.98, 1.69, 7.44, repro,
2007-01-10,10.91, -13.27, -13.24, 2, 1.73, 7.55, repro,
2007-01-11,11.11, -13.69, -8.95, 2.01, 1.69, 7.56, repro,
2007-01-12,11.83, -13.87, -15.36, 1.92, 1.64, 7.31, repro,
2007-01-13,12.06, -13.90, -18.72, 1.9, 1.61, 7.13, repro,
2007-01-14,11.77, -13.95, -22.93, 1.9, 1.61, 7.09, repro,
2007-01-15,11.62, -13.58, -21.06, 1.89, 1.61, 7.1, repro,
2007-01-16,11.93, -12.42, -16.55, 1.92, 1.63, 7.28, repro,
2007-01-17,12.15, -13.39, -15.96, 1.91, 1.67, 7.32, repro,
2007-01-18,12.03, -14.04, -21.70, 1.96, 1.72, 7.48, repro,
2007-01-19,11.96, -13.46, -17.11, 1.95, 1.63, 7.41, repro,
2007-01-20,11.75, -13.67, -15.91, 1.95, 1.63, 7.38, repro,
2007-01-21,11.90, -13.63, -15.07, 1.93, 1.68, 7.36, repro,
2007-01-22,12.09, -12.70, -17.82, 1.91, 1.67, 7.36, repro,
2007-01-23,12.26, -12.95, -20.42, 1.88, 1.61, 7.08, repro,
2007-01-24,12.06, -13.98, -22.04, 1.9, 1.62, 7.14, repro,
2007-01-25,12.34, -13.18, -22.49, 1.93, 1.65, 7.16, repro,
2007-01-26,11.53, -14.44, -19.07, 1.89, 1.62, 7.09, repro,
2007-01-27,11.35, -14.09, -16.12, 1.89, 1.61, 7.09, repro,
2007-01-28,12.74, -12.49, -15.58, 1.9, 1.61, 7.1, repro,
2007-01-29,11.70, -13.08, -17.97, 1.89, 1.62, 7.09, repro,
2007-01-30,11.60, -12.76, -15.71, 1.89, 1.61, 7.08, repro,
2007-01-31,11.60, -14.24, -12.45, 1.9, 1.61, 7.05, repro,
2007-02-01,12.36, -13.29, -12.79, 1.91, 1.65, 7.21, repro,
2007-02-02,12.07, -13.56, -13.05, 1.92, 1.62, 7.2, repro,
2007-02-03,11.91, -13.03, -16.20, 1.93, 1.63, 7.28, repro,
2007-02-04,11.42, -13.11, -14.12, 1.89, 1.62, 7.09, repro,
2007-02-05,12.80, -13.75, -23.38, 1.88, 1.61, 7.05, repro,
2007-02-06,13.25, -13.60, -22.89, 1.93, 1.62, 7.14, repro,
2007-02-07,12.53, -13.72, -14.33, 1.88, 1.61, 7.1, repro,
2007-02-08,13.39, -12.75, -24.44, 1.96, 1.68, 7.38, repro,
2007-02-09,11.60, -12.19, -8.35, 1.92, 1.69, 7.33, repro,
2007-02-10,12.00, -12.42, -8.87, 1.9, 1.62, 7.16, repro,
2007-02-11,13.85, -11.82, -10.44, 1.9, 1.62, 7.15, repro,
2007-02-12,13.68, -13.94, -23.75, 1.88, 1.61, 7.06, repro,
2007-02-13,11.84, -13.83, -17.75, 1.88, 1.6, 7.05, repro,
2007-02-14,12.75, -12.82, -18.85, 1.89, 1.62, 7.08, repro,
2007-02-15,13.11, -12.52, -17.87, 1.9, 1.61, 7.08, repro,
2007-02-16,12.75, -13.54, -13.47, 1.89, 1.6, 7.13, repro,
2007-02-17,13.02, -13.35, -14.85, 1.92, 1.65, 7.17, repro,
2007-02-18,13.53, -13.49, -11.74, 1.89, 1.61, 7.12, repro,
2007-02-19,12.65, -14.16, -3.52, 1.89, 1.62, 7.11, repro,
2007-02-20,12.27, -13.82, -15.26, 1.93, 1.66, 7.32, repro,
2007-02-21,12.46, -13.25, -11.28, 1.9, 1.6, 7.09, repro,
2007-02-22,12.22, -14.49, -9.68, 1.89, 1.6, 7.09, repro,
2007-02-23,12.30, -13.95, -13.13, 1.97, 1.69, 7.38, repro,
2007-02-24,13.61, -14.08, -13.62, 1.89, 1.61, 7.08, repro,
2007-02-25,12.08, -14.10, -10.64, 1.9, 1.62, 7.17, repro,
2007-02-26,12.89, -13.51, -11.89, 1.91, 1.6, 7.1, repro,
2007-02-27,12.23, -14.60, -4.86, 1.9, 1.6, 7.08, repro,
2007-02-28,12.51, -15.41, -7.41, 1.89, 1.6, 7.06, repro,
2007-03-01,13.14, -14.15, -10.71, 1.95, 1.68, 7.38, repro,
2007-03-02,13.31, -14.90, -13.14, 1.95, 1.69, 7.4, repro,
2007-03-03,14.01, -13.99, -21.69, 1.93, 1.65, 7.26, repro,
2007-03-04,13.47, -13.87, -20.62, 1.93, 1.64, 7.23, repro,
2007-03-05,13.65, -13.95, -19.86, 1.92, 1.64, 7.22, repro,
2007-03-06,12.85, -14.75, -12.47, 1.91, 1.65, 7.24, repro,
2007-03-07,12.86, -14.01, -5.99, 1.92, 1.65, 7.26, repro,
2007-03-08,13.62, -14.72, -11.00, 1.92, 1.64, 7.21, repro,
2007-03-09,13.16, -14.88, -17.13, 1.94, 1.65, 7.3, repro,
2007-03-10,13.77, -14.46, -19.08, 1.99, 1.69, 7.52, repro,
2007-03-11,12.19, -14.12, -17.12, 1.92, 1.64, 7.25, repro,
2007-03-12,13.75, -15.06, -15.75, 1.94, 1.68, 7.46, repro,
2007-03-13,12.84, -15.17, -8.78, 1.89, 1.61, 7.1, repro,
2007-03-14,12.17, -15.11, -14.72, 1.93, 1.64, 7.25, repro,
2007-03-15,13.54, -14.33, -18.32, 1.96, 1.67, 7.39, repro,
2007-03-16,13.83, -14.75, -13.66, 1.93, 1.62, 7.19, repro,
2007-03-17,14.01, -15.13, -12.13, 1.88, 1.6, 7.04, repro,
2007-03-18,12.74, -15.87, -2.87, 1.89, 1.6, 7.04, repro,
2007-03-19,12.59, -15.40, -11.18, 1.92, 1.63, 7.17, repro,
2007-03-20,13.22, -16.26, -3.42, 1.97, 1.62, 7.29, repro,
2007-03-21,12.76, -15.04, -4.98, 2.01, 1.66, 7.49, repro,
2007-03-22,12.86, -15.32, -5.43, 1.9, 1.6, 7.1, repro,
2007-03-23,13.95, -16.27, -11.80, 1.92, 1.63, 7.22, repro,
2007-03-24,13.27, -16.18, -9.76, 1.93, 1.63, 7.25, repro,
2007-03-25,13.24, -15.82, -12.41, 1.93, 1.65, 7.29, repro,
2007-03-26,13.14, -15.64, -8.83, 1.91, 1.59, 7.1, repro,
2007-03-27,11.93, -15.25, -5.60, 1.96, 1.62, 7.32, repro,
2007-03-28,13.45, -16.44, -11.93, 1.95, 1.61, 7.22, repro,
2007-03-29,13.07, -15.22, -11.38, 1.9, 1.59, 7.06, repro,
2007-03-30,13.10, -15.68, -16.30, 1.9, 1.6, 7.08, repro,
2007-03-31,14.43, -15.77, -14.69, 1.9, 1.59, 7.09, repro,
2007-04-01,13.69, -14.85, -8.34, 1.94, 1.63, 7.3, repro,
2007-04-02,12.61, -15.40, -9.96, 1.9, 1.59, 7.09, repro,
2007-04-03,13.61, -16.22, -13.26, 1.93, 1.63, 7.24, repro,
2007-04-04,13.85, -15.01, -14.77, 1.94, 1.64, 7.32, repro,
2007-04-05,13.50, -16.14, -15.37, 2.02, 1.74, 7.62, repro,
2007-04-06,13.09, -14.84, -14.24, 1.99, 1.71, 7.49, repro,
2007-04-07,13.23, -16.00, -8.15, 1.94, 1.64, 7.23, repro,
2007-04-08,12.93, -16.13, -8.87, 1.91, 1.6, 7.13, repro,
2007-04-09,13.38, -15.94, -15.74, 1.91, 1.59, 7.07, repro,
2007-04-10,14.57, -16.01, -13.19, 1.96, 1.64, 7.3, repro,
2007-04-11,13.47, -16.15, -6.34, 1.9, 1.59, 7.07, repro,
2007-04-12,13.23, -15.68, -6.72, 1.94, 1.64, 7.22, repro,
2007-04-13,14.07, -15.98, -13.55, 1.91, 1.59, 7.1, repro,
2007-04-14,14.53, -15.92, -15.62, 1.94, 1.62, 7.25, repro,
2007-04-15,12.84, -17.79, -11.15, 1.92, 1.59, 7.14, repro,
2007-04-16,14.16, -15.72, -10.76, 1.93, 1.6, 7.16, repro,
2007-04-17,14.79, -15.93, -14.13, 1.9, 1.59, 7.07, repro,
2007-04-18,13.31, -16.75, -12.78, 1.92, 1.63, 7.22, repro,
2007-04-19,13.73, -16.22, -10.42, 1.92, 1.6, 7.18, repro,
2007-04-20,14.39, -16.11, -11.40, 1.93, 1.6, 7.19, repro,
2007-04-21,14.47, -15.95, -14.19, 1.92, 1.6, 7.15, repro,
2007-04-22,14.65, -16.50, -16.99, 1.95, 1.65, 7.32, repro,
2007-04-23,14.96, -16.39, -16.40, 1.93, 1.62, 7.16, repro,
2007-04-24,14.27, -16.89, -16.87, 1.93, 1.62, 7.19, repro,
2007-04-25,14.06, -17.73, -16.69, 1.95, 1.62, 7.23, repro,
2007-04-26,14.43, -17.23, -12.96, 1.93, 1.59, 7.13, repro,
2007-04-27,14.61, -16.47, -12.17, 1.92, 1.59, 7.14, repro,
2007-04-28,14.86, -16.29, -14.71, 1.92, 1.59, 7.13, repro,
2007-04-29,13.57, -16.35, -14.97, 1.91, 1.58, 7.09, repro,
2007-04-30,14.74, -18.16, -14.33, 1.93, 1.58, 7.13, repro,
2007-05-01,13.08, -16.20, -13.47, 1.92, 1.58, 7.11, repro,
2007-05-02,13.96, -16.63, -13.77, 1.99, 1.6, 7.4, repro,
2007-05-03,15.59, -16.58, -13.27, 2.05, 1.63, 7.51, repro,
2007-05-04,14.48, -16.38, -6.63, 1.94, 1.59, 7.19, repro,
2007-05-05,15.64, -15.94, -17.26, 1.96, 1.63, 7.22, repro,
2007-05-06,15.50, -16.71, -12.09, 1.94, 1.57, 7.13, repro,
2007-05-07,13.81, -17.58, -20.46, 1.93, 1.58, 7.14, repro,
2007-05-08,15.17, -16.89, -16.12, 1.93, 1.58, 7.12, repro,
2007-05-09,14.46, -14.93, -11.19, 1.94, 1.59, 7.16, repro,
2007-05-10,15.06, -15.57, -20.95, 2.1, 1.69, 7.73, repro,
2007-05-11,16.07, -16.02, -23.20, 2.03, 1.64, 7.52, repro,
2007-05-12,14.55, -16.61, -16.90, 1.94, 1.58, 7.16, repro,
2007-05-13,15.48, -17.57, -16.81, 1.97, 1.61, 7.21, repro,
2007-05-14,15.49, -15.97, -15.04, 1.98, 1.62, 7.27, repro,
2007-05-15,15.30, -16.61, -14.96, 1.96, 1.59, 7.18, repro,
2007-05-16,15.13, -16.66, -19.37, 1.94, 1.58, 7.15, repro,
2007-05-17,14.46, -17.45, -12.98, 1.95, 1.61, 7.23, repro,
2007-05-18,13.92, -16.99, -11.81, 1.99, 1.66, 7.39, repro,
2007-05-19,14.06, -16.87, -11.36, 1.97, 1.61, 7.19, repro,
2007-05-20,14.70, -16.67, -9.69, 2.01, 1.65, 7.35, repro,
2007-05-21,16.16, -17.25, -12.86, 1.99, 1.62, 7.28, repro,
2007-05-22,14.40, -17.05, -12.13, 1.97, 1.61, 7.23, repro,
2007-05-23,14.78, -16.69, -12.47, 1.96, 1.62, 7.22, repro,
2007-05-24,15.10, -17.21, -11.86, 2.05, 1.73, 7.58, repro,
2007-05-25,14.30, -16.96, -11.98, 1.95, 1.59, 7.14, repro,
2007-05-26,15.29, -16.93, -15.84, 1.99, 1.62, 7.24, repro,
2007-05-27,14.65, -16.58, -12.39, 1.94, 1.58, 7.13, repro,
2007-05-28,14.44, -16.45, -16.01, 1.96, 1.6, 7.19, repro,
2007-05-29,14.86, -18.18, -14.25, 1.95, 1.59, 7.11, repro,
2007-05-30,15.46, -17.19, -15.52, 2.01, 1.61, 7.26, repro,
2007-05-31,15.56, -17.18, -17.16, 2.01, 1.63, 7.31, repro,
2007-06-01,14.52, -17.71, -9.61, 1.96, 1.58, 7.14, repro,
2007-06-02,14.44, -18.49, -10.00, 1.93, 1.58, 7.12, repro,
2007-06-03,13.57, -17.54, -10.85, 1.97, 1.66, 7.35, repro,
2007-06-04,15.22, -16.85, -8.40, 1.94, 1.59, 7.16, repro,
2007-06-05,15.31, -16.84, -7.52, 1.99, 1.62, 7.31, repro,
2007-06-06,14.87, -17.77, -8.43, 1.94, 1.59, 7.18, repro,
2007-06-07,14.54, -17.07, -12.67, 1.93, 1.58, 7.11, repro,
2007-06-08,15.97, -16.88, -14.11, 1.94, 1.59, 7.16, repro,
2007-06-09,15.45, -17.47, -14.61, 1.95, 1.64, 7.25, repro,
2007-06-10,15.67, -17.89, -15.78, 1.95, 1.6, 7.18, repro,
2007-06-11,15.31, -17.49, -15.11, 1.98, 1.7, 7.39, repro,
2007-06-12,14.50, -16.15, -10.51, 1.99, 1.69, 7.34, repro,
2007-06-13,15.46, -17.82, -13.53, 1.98, 1.63, 7.25, repro,
2007-06-14,15.51, -17.62, -18.13, 1.98, 1.64, 7.24, repro,
2007-06-15,15.76, -15.85, -15.38, 1.94, 1.6, 7.15, repro,
2007-06-16,15.60, -15.52, -21.44, 1.92, 1.6, 7.16, repro,
2007-06-17,15.93, -16.37, -11.87, 1.93, 1.59, 7.14, repro,
2007-06-18,16.08, -17.65, -13.98, 1.93, 1.59, 7.11, repro,
2007-06-19,15.82, -16.28, -25.64, 1.95, 1.59, 7.16, repro,
2007-06-20,16.09, -17.27, -21.48, 1.94, 1.59, 7.12, repro,
2007-06-21,14.67, -16.89, -18.70, 1.91, 1.58, 7.07, repro,
2007-06-22,14.17, -16.85, -17.32, 1.93, 1.6, 7.21, repro,
2007-06-23,14.95, -16.42, -18.29, 1.93, 1.58, 7.12, repro,
2007-06-24,15.81, -18.84, -21.06, 1.96, 1.63, 7.35, repro,
2007-06-25,16.33, -16.87, -21.77, 1.95, 1.59, 7.19, repro,
2007-06-26,15.54, -17.68, -23.29, 1.93, 1.58, 7.13, repro,
2007-06-27,14.76, -17.71, -17.04, 1.93, 1.59, 7.19, repro,
2007-06-28,15.26, -16.93, -22.46, 1.93, 1.58, 7.12, repro,
2007-06-29,14.74, -17.09, -20.97, 1.94, 1.59, 7.19, repro,
2007-06-30,15.42, -16.69, -19.73, 1.93, 1.58, 7.17, repro,
2007-07-01,16.53, -16.31, -20.70, 1.95, 1.6, 7.25, repro,
2007-07-02,15.17, -17.52, -17.89, 1.93, 1.6, 7.22, repro,
2007-07-03,15.41, -17.02, -19.86, 1.93, 1.59, 7.18, repro,
2007-07-04,14.56, -17.22, -19.90, 1.94, 1.59, 7.16, repro,
2007-07-05,14.85, -18.93, -19.64, 1.92, 1.59, 7.16, repro,
2007-07-06,15.57, -16.57, -14.42, 1.94, 1.6, 7.25, repro,
2007-07-07,13.22, -17.71, -15.06, 1.98, 1.67, 7.45, repro,
2007-07-08,14.58, -18.04, -16.33, 1.94, 1.6, 7.23, repro,
2007-07-09,15.37, -17.44, -20.14, 1.97, 1.66, 7.32, repro,
2007-07-10,15.28, -18.89, -19.44, 1.93, 1.59, 7.19, repro,
2007-07-11,16.09, -17.89, -24.87, 1.94, 1.59, 7.18, repro,
2007-07-12,15.49, -17.09, -17.61, 1.98, 1.66, 7.4, repro,
2007-07-13,14.53, -17.09, -19.24, 1.97, 1.67, 7.37, repro,
2007-07-14,17.03, -17.48, -22.36, 1.97, 1.64, 7.22, repro,
2007-07-15,15.75, -17.19, -16.12, 1.97, 1.66, 7.36, repro,
2007-07-16,15.00, -17.94, -17.95, 1.95, 1.65, 7.28, repro,
2007-07-17,15.32, -18.17, -10.95, 1.96, 1.63, 7.33, repro,
2007-07-18,15.62, -17.83, -16.28, 1.94, 1.61, 7.23, repro,
2007-07-19,15.11, -18.68, -16.11, 1.94, 1.6, 7.19, repro,
2007-07-20,16.22, -18.12, -17.99, 1.97, 1.66, 7.36, repro,
2007-07-21,14.78, -18.40, -15.87, 1.98, 1.65, 7.37, repro,
2007-07-22,14.63, -17.53, -17.49, 1.96, 1.66, 7.35, repro,
2007-07-23,16.59, -17.49, -18.33, 1.98, 1.67, 7.43, repro,
2007-07-24,15.56, -18.08, -15.31, 2, 1.7, 7.56, repro,
2007-07-25,14.71, -17.40, -5.77, 1.99, 1.67, 7.41, repro,
2007-07-26,15.29, -17.97, -6.42, 1.98, 1.61, 7.32, repro,
2007-07-27,14.73, -18.24, -16.22, 1.97, 1.66, 7.39, repro,
2007-07-28,16.40, -19.57, -18.65, 1.96, 1.67, 7.39, repro,
2007-07-29,15.58, -18.06, -10.01, 1.97, 1.68, 7.41, repro,
2007-07-30,15.27, -16.72, -14.60, 1.96, 1.62, 7.29, repro,
2007-07-31,16.14, -17.97, -18.02, 1.97, 1.62, 7.33, repro,
2007-08-01,16.02, -18.01, -8.13, 1.96, 1.65, 7.3, repro,
2007-08-02,16.33, -16.42, -11.38, 1.93, 1.6, 7.16, repro,
2007-08-03,14.52, -17.75, -9.51, 1.93, 1.61, 7.17, repro,
2007-08-04,14.79, -18.68, -12.81, 1.92, 1.61, 7.16, repro,
2007-08-05,15.46, -18.79, -12.82, 1.99, 1.61, 7.29, repro,
2007-08-06,16.04, -19.01, -7.71, 1.96, 1.63, 7.36, repro,
2007-08-07,16.03, -18.99, -13.42, 2.01, 1.64, 7.48, repro,
2007-08-08,16.22, -19.01, -12.25, 1.93, 1.59, 7.15, repro,
2007-08-09,16.29, -17.60, -13.13, 1.92, 1.61, 7.19, repro,
2007-08-10,15.83, -18.52, -12.30, 1.92, 1.6, 7.14, repro,
2007-08-11,15.45, -18.77, -11.89, 1.93, 1.58, 7.1, repro,
2007-08-12,16.72, -18.44, -13.72, 1.93, 1.58, 7.12, repro,
2007-08-13,16.35, -19.12, -17.84, 1.93, 1.59, 7.13, repro,
2007-08-14,16.17, -19.03, -16.76, 2.06, 1.71, 7.6, repro,
2007-08-15,16.50, -18.67, -17.07, 2.03, 1.71, 7.52, repro,
2007-08-16,15.92, -18.92, -8.28, 2.01, 1.66, 7.48, repro,
2007-08-17,16.28, -18.27, -11.82, 2.02, 1.65, 7.48, repro,
2007-08-18,16.51, -19.06, -15.04, 2.04, 1.68, 7.72, repro,
2007-08-19,16.88, -18.10, -14.69, 2.08, 1.7, 7.85, repro,
2007-08-20,17.21, -19.12, -18.67, 2, 1.65, 7.45, repro,
2007-08-21,17.28, -18.45, -14.57, 2.04, 1.66, 7.52, repro,
2007-08-22,16.94, -19.37, -10.37, 2.01, 1.65, 7.41, repro,
2007-08-23,18.53, -18.06, -2.94, 1.98, 1.59, 7.25, repro,
2007-08-24,16.16, -18.00, -14.94, 2.1, 1.69, 7.76, repro,
2007-08-25,17.40, -19.26, -17.99, 2.02, 1.68, 7.53, repro,
2007-08-26,15.63, -17.62, -11.73, 2.05, 1.73, 7.74, repro,
2007-08-27,17.56, -18.93, -14.62, 2.04, 1.72, 7.67, repro,
2007-08-28,15.24, -17.50, -11.84, 2.02, 1.67, 7.45, repro,
2007-08-29,16.49, -18.79, -11.63, 2.02, 1.66, 7.48, repro,
2007-08-30,18.73, -19.87, -18.33, 2.05, 1.7, 7.64, repro,
2007-08-31,18.66, -21.29, -18.08, 2.06, 1.75, 7.73, repro,
2007-09-01,16.33, -20.57, -12.09, 2.02, 1.69, 7.53, repro,
2007-09-02,17.63, -19.69, -18.46, 2.02, 1.68, 7.51, repro,
2007-09-03,16.98, -19.13, -10.65, 2.01, 1.67, 7.48, repro,
2007-09-04,17.36, -19.77, -14.19, 2.03, 1.68, 7.54, repro,
2007-09-05,16.93, -20.50, -11.85, 2.02, 1.69, 7.55, repro,
2007-09-06,17.57, -20.70, -14.69, 2.03, 1.69, 7.59, repro,
2007-09-07,16.43, -18.75, -11.16, 2.01, 1.68, 7.48, repro,
2007-09-08,17.11, -20.83, -18.02, 2.14, 1.83, 8.09, repro,
2007-09-09,16.47, -19.86, -10.58, 2.1, 1.76, 7.83, repro,
2007-09-10,17.62, -20.06, -18.48, 2.05, 1.68, 7.59, repro,
2007-09-11,17.26, -20.96, -16.42, 2.04, 1.69, 7.54, repro,
2007-09-12,16.65, -20.18, -22.51, 2.05, 1.68, 7.56, repro,
2007-09-13,16.94, -20.16, -19.09, 2.12, 1.69, 7.74, repro,
2007-09-14,18.88, -20.68, -17.11, 2.07, 1.71, 7.65, repro,
2007-09-15,16.36, -20.90, -10.39, 2.12, 1.69, 7.81, repro,
2007-09-16,17.45, -21.31, -12.67, 2.11, 1.68, 7.72, repro,
2007-09-17,18.01, -20.69, -12.43, 2.12, 1.79, 7.98, repro,
2007-09-18,17.26, -20.05, -13.52, 2.09, 1.7, 7.72, repro,
2007-09-19,16.56, -20.48, -11.74, 1.94, 1.59, 7.15, repro,
2007-09-20,18.13, -19.77, -6.61, 1.99, 1.63, 7.33, repro,
2007-09-21,16.91, -20.69, -8.72, 2.05, 1.69, 7.64, repro,
2007-09-22,16.54, -21.49, -7.81, 2.04, 1.68, 7.58, repro,
2007-09-23,17.61, -20.60, -16.69, 2.06, 1.72, 7.76, repro,
2007-09-24,16.25, -20.92, -15.03, 2.06, 1.67, 7.65, repro,
2007-09-25,16.32, -21.30, -17.60, 2.01, 1.63, 7.41, repro,
2007-09-26,17.00, -20.20, -13.11, 1.98, 1.61, 7.33, repro,
2007-09-27,16.05, -21.10, -14.65, 2.01, 1.64, 7.48, repro,
2007-09-28,17.85, -21.92, -14.46, 2.05, 1.76, 7.71, repro,
2007-09-29,17.37, -22.62, -15.16, 2.02, 1.7, 7.6, repro,
2007-09-30,17.01, -21.73, -13.03, 2.07, 1.71, 7.73, repro,
2007-10-01,17.77, -21.31, -11.42, 2.01, 1.69, 7.55, repro,
2007-10-02,18.13, -21.15, -12.13, 2.05, 1.75, 7.79, repro,
2007-10-03,17.55, -21.82, -12.47, 2.09, 1.75, 7.92, repro,
