affinity,SiO2_wt_percent,TiO2_wt_percent,Al2O3_wt_percent,Fe2O3_wt_percent,FeO_wt_percent,CaO_wt_percent,MgO_wt_percent,MnO_wt_percent,K2O_wt_percent,Na2O_wt_percent,P2O5(wt%),La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Sc_ppm,V_ppm,Cr_ppm,Co_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Ga_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Sn_ppm,Cs_ppm,Ba_ppm,Hf_ppm,Ta_ppm,Pb_ppm,Th_ppm,U_ppm,143Nd/144Nd,87Sr/86Sr,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb
OIB,47.44,1.7,16.07,NA,NA,10.37,9.29,0.14,1.29,2.86,0.34,25,43,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,213,364,NA,189,56,62,NA,30,482,24,143,36,NA,NA,378,NA,NA,6.2,4.4,NA,NA,NA,NA,NA,NA
OIB,47.7,1.73,17,NA,NA,10.08,7.58,0.15,0.45,3.51,0.2,11,28,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,69,NA,NA,NA,5,334,24,110,10,NA,NA,112,NA,NA,1,1,NA,NA,NA,NA,NA,NA
OIB,47.92,2.54,14.88,12.63,8.76,9.13,8.07,0.16,0.94,3.14,0.46,29.82,67.8,NA,NA,8.02,2.57,NA,NA,NA,NA,NA,NA,NA,NA,27.9,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,273.56,NA,NA,NA,NA,6.41,NA,NA,NA,NA,NA,0.70417,18.874,15.575,38.92
OIB,48.27,2.74,14.12,4.01,7.39,11.04,7.89,0.16,0.66,2.93,0.14,20.1,42,NA,NA,NA,2.2,NA,0.87,NA,NA,NA,NA,NA,NA,33.5,NA,251,46,122,NA,NA,NA,14.6,423,NA,202,NA,NA,0.22,135,4.9,1.75,NA,2.39,0.6,NA,NA,NA,NA,NA
OIB,48.9,3.23,13.6,NA,NA,10.8,7.5,0.17,0.64,2.52,0.38,19.2,45.5,NA,30,NA,2.5,NA,NA,6.3,NA,3.2,NA,2.42,NA,27.5,296,252,45,160,NA,NA,NA,9,423,31,215,21.5,NA,NA,137,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA
OIB,48.9,3.78,14.44,1.34,8.95,9.9,7.57,0.12,1.16,2.72,0.41,36.7,85.3,NA,47.7,8.1,2.94,NA,0.88,NA,NA,NA,NA,1.94,0.18,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,48.96,2.69,14.68,NA,NA,11.86,6.74,0.17,0.81,2.64,0.34,NA,49.7,NA,28.6,6.79,2.25,6.61,NA,5.93,NA,2.91,NA,2.38,NA,NA,321,272,41,96,100,NA,NA,21,387,NA,193,NA,NA,1.2,181,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA
OIB,49.4,3.25,13.3,NA,NA,10.99,9.56,0.17,1.25,3.28,0.47,33,59,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,NA,345,NA,NA,NA,28,535,25,190,41,NA,NA,521,NA,NA,3,7,NA,NA,NA,NA,NA,NA
OIB,50.5,3.1,15.61,NA,NA,8.12,5.25,0.16,1.42,3.68,0.73,36.3,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,120,NA,NA,NA,20,465,41,318,39,NA,NA,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,50.56,3.71,13.32,NA,NA,8.52,4.23,0.21,1.05,3.02,0.56,NA,70.3,NA,46.1,11,3.62,9.6,NA,8.64,NA,4.04,NA,3.44,NA,28.8,NA,65,42,NA,NA,NA,NA,20,460,NA,NA,NA,NA,0.205,290,NA,1.9,NA,NA,NA,0.512969,0.703594,NA,NA,NA
OIB,51.65,2.32,17.1,NA,NA,6.35,3.57,0.22,2.11,5.05,0.95,60.91,127.02,17.11,71.56,15.46,4.71,13.57,1.87,9.79,1.73,4.48,0.61,3.45,0.52,7.9,37.6,NA,NA,NA,NA,130,NA,35.92,1219,50.54,NA,64.05,NA,NA,675,10.69,3.53,NA,3.84,0.96,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,10.04,NA,0.38,NA,NA,8.39,21.2,3.17,15.78,4.43,1.58,5.1,0.79,4.55,0.82,2.37,0.33,1.83,0.27,NA,NA,NA,NA,NA,NA,NA,NA,5.76,303,22.1,126,9.5,NA,NA,78.69,NA,NA,NA,0.508,0.175,0.512852,0.703901,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,16.04,NA,0.31,NA,NA,6.71,17.36,2.67,12.81,3.66,1.31,4.53,0.69,4.02,0.73,1.99,0.26,1.6,0.21,NA,NA,NA,NA,NA,NA,NA,NA,4.49,223,18.9,104,7.9,NA,NA,58.4,NA,NA,NA,0.4616,0.1561,0.512935,0.70372,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9,64.5,NA,33.8,7.9,2.37,NA,NA,NA,NA,NA,NA,2.15,NA,NA,NA,NA,NA,420,NA,NA,NA,20.1,440,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512785,0.70469,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,54.1,NA,30.6,7.75,2.37,7.04,NA,6.26,NA,2.78,NA,2.16,NA,NA,NA,NA,NA,165,NA,NA,NA,8.1,430,NA,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7041,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,160,19.3,67.8,12.1,3.6,9.95,NA,7.68,1.48,3.83,NA,3.29,0.493,NA,NA,NA,NA,NA,NA,NA,NA,54.8,770,NA,NA,130,NA,NA,584,NA,NA,4.74,NA,2.51,0.512842,0.70296,20.816,15.778,40.072
OIB,45.17,3.75,9.54,NA,NA,9.4,14.19,0.18,0.82,1.72,0.49,90,50,15,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,849,57,563,87,116,NA,0,668,33,285,38,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,45.31,2.62,12.94,NA,NA,10.94,11.67,0.19,0.81,2.05,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,422,71,254,69,NA,NA,17,512,29,211,50,NA,NA,276,NA,NA,NA,NA,NA,NA,0.702895,20.89,15.789,40.173
OIB,45.67,2.42,19.65,NA,NA,12.44,3.8,0.15,0.69,2.45,0.23,14,35,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,393,27,NA,27,101,80,NA,18,532,23,144,18,NA,NA,164,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
OIB,45.79,4.04,15.15,NA,10.35,9.82,6.26,0.2,0.78,2.21,0.39,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,113,NA,68,NA,110,26,10.2,547,30.4,226,24.6,NA,NA,267,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
OIB,45.89,2.38,8.52,6.93,4.67,11.88,16.83,0.18,0.64,1.44,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,1376,77,464,66,NA,NA,11.3,321,18.6,177,18.9,NA,NA,160,NA,NA,NA,NA,NA,0.512863,0.70434,NA,NA,NA
OIB,45.98,2.49,18.76,8.1,3.5,12.38,4.11,0.16,0.69,2.41,0.26,21,34,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,384,31,NA,31,89,84,NA,19,507,25,158,19,NA,NA,165,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
OIB,46.51,2.98,15.48,3.41,8.68,8.85,8.17,0.17,1.22,3,0.59,NA,NA,NA,30.7,7.04,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,NA,1.89,NA,NA,6.3,NA,NA,NA,NA,0.512959,0.70366,18.143,15.457,37.754
OIB,47.23,2.39,13.39,1.92,8.91,9.75,9.96,0.17,0.8,3.32,0.56,43,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,534,42,320,67,NA,NA,14,578,19,194,44,NA,NA,364,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
OIB,48.12,2.51,13,NA,NA,9.49,10.64,0.16,0.86,3.02,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,209,435,55,266,79,106,19,17,506,23,210,42,NA,NA,288,NA,NA,1,2.62,0.701,NA,NA,NA,NA,NA
OIB,49.34,2.5,13.44,2.32,8.49,9.18,9.32,0.14,0.67,3.17,0.29,23,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,483,41,267,72,NA,NA,18,407,20,178,30,NA,NA,275,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
OIB,49.4,3.16,13.7,NA,NA,11.5,6.82,0.17,0.72,2.53,0.35,24,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,97,135,127,NA,19,460,25,198,21,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,49.62,1.51,12.68,3.21,7.6,7.48,13.86,0.09,0.15,2.36,0.04,7,17.7,2.6,12.1,3.82,1.45,NA,0.55,3.7,0.57,NA,0.2,1.55,0.22,23.7,NA,780,61,NA,NA,NA,NA,NA,NA,16.4,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA
OIB,50.08,2.28,13.91,NA,NA,11.01,8.7,0.17,0.11,2.19,0.24,NA,23.3,NA,16.6,4.74,1.76,5.49,NA,4.87,NA,2.47,NA,2.01,NA,31,286,NA,NA,146,110,NA,NA,0.96,290,NA,NA,NA,NA,0.015,65,NA,NA,NA,NA,NA,0.512956,0.703676,NA,NA,NA
OIB,50.2,2.72,13.73,2.65,8.8,11.56,7.2,0.17,0.57,2.25,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,40,500,400,50,200,200,NA,30,NA,700,90,250,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,51.1,2.65,13.8,NA,NA,10.7,7.3,0.17,0.48,1.66,0.28,12,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,NA,111,117,117,NA,16,373,27,163,15,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,52.5,2.51,13.71,NA,11.46,9.89,6.22,0.18,0.38,2.47,0.22,8.49,22.3,3.53,16.6,4.82,1.71,5.38,0.83,5.05,0.96,2.55,0.37,2.17,0.31,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,27.7,NA,8.3,NA,NA,67,3.34,0.52,NA,0.51,0.17,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,3,38,17,47,NA,NA,38,1123,39,448,NA,NA,NA,590,NA,NA,13,9,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,2,30,49,30,NA,NA,26,1100,46,397,NA,NA,NA,468,NA,NA,6,3,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,63,NA,29,7.3,2.21,NA,1.01,NA,NA,NA,NA,2.1,0.32,18.7,NA,116,40.9,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,410,4.6,2.5,NA,2.8,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,11.33,NA,0.09,NA,NA,8.35,20.73,3.1,15.97,4.47,1.68,5.11,0.85,4.63,0.94,2.49,0.37,2,0.32,NA,NA,NA,NA,NA,NA,NA,NA,0.87,282,21.7,109,9.5,NA,NA,56.02,NA,NA,NA,0.5349,0.1606,0.512913,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,12.44,NA,0.29,NA,NA,6.92,18.52,2.63,13.24,3.88,1.45,4.46,0.71,4.27,0.8,2.2,0.29,1.81,0.23,NA,NA,NA,NA,NA,NA,NA,NA,3.82,290,19.4,113,7.6,NA,NA,56.39,NA,NA,NA,0.471,0.145,0.512926,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,19.77,NA,0.13,NA,NA,5.75,14.87,2.19,11.37,3.11,1.17,3.78,0.59,3.5,0.69,1.88,0.26,1.48,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1.02,208,16.2,83,6.1,NA,NA,40.16,NA,NA,NA,0.3857,0.1184,0.512921,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,289,56,138,43,103,23,85,766,32,287,52,NA,NA,669,NA,NA,5,NA,1.64,0.512848,0.704369,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,84,53,91,61,109,25,36,575,35,295,40,NA,NA,354,NA,NA,4,NA,1.08,0.512845,0.704109,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,620,83,366,60,107,21,50,533,26,210,33,NA,NA,439,NA,NA,5,NA,1,0.512782,0.70544,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,82.4,NA,43.6,10.2,3.04,NA,NA,7.1,NA,2.94,NA,2.26,NA,NA,NA,NA,NA,90,NA,NA,NA,11,545,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,75.4,NA,40.2,9.46,2.86,8.82,NA,7.38,NA,3.17,NA,2.49,NA,NA,NA,NA,NA,88,NA,NA,NA,10.2,505,NA,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,45,3.7,12.1,7.13,6.55,10.8,8.59,0.17,1.04,2.62,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,80,225,86,124,NA,19,777,22,280,61,NA,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,45.07,3.29,12.17,NA,NA,10.82,11.4,0.18,1.28,3.18,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,279,466,56,254,63,120,19,19,722,27,263,60,NA,NA,369,NA,NA,NA,3.87,0.88,NA,NA,NA,NA,NA
OIB,45.1,1.88,10.43,3.47,8.92,8.59,15.74,0.19,0.57,1.8,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,950,NA,740,150,115,NA,7,300,27,160,NA,NA,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,45.14,4.49,14.04,NA,NA,11.69,6.31,0.16,1.47,2.53,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.6,57.4,83.3,106.1,NA,19.7,17.8,828.9,NA,NA,NA,NA,NA,281.9,NA,NA,0,0,NA,NA,NA,NA,NA,NA
OIB,45.29,3.39,17.36,NA,NA,8.36,4.74,0.2,1.8,4.47,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,190,0,NA,10,21,115,NA,41,1179,33,264,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,45.3,3.86,14.5,5.82,7.19,10.7,6.66,0.19,1.13,3.14,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,49,93,66,113,NA,19,825,33,307,62,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,45.36,2.45,13.47,NA,NA,12.02,10.09,0.16,0.91,2.31,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.2,76.9,196.6,53.1,NA,15.7,18.4,494.9,NA,NA,NA,NA,NA,253.3,NA,NA,0,0,NA,NA,NA,NA,NA,NA
OIB,45.4,3.38,17.22,NA,NA,8.49,5.15,0.19,1.62,4.29,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,197,5,NA,6,29,102,NA,38,1035,33,251,59,NA,NA,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,668,NA,NA,NA,NA,NA,NA,NA,NA,1.98,4.12,1.02,0.512952,0.703011,19.253,15.545,38.941
OIB,45.5,4.13,14.8,8.79,3.3,10.7,5.37,0.19,1.51,3,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,53,57,111,108,NA,39,1070,36,376,65,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,45.6,3.68,10.7,4.48,8.24,11.9,10.2,0.19,0.99,2.14,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,73,230,111,95,NA,23,505,21,266,46,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,45.6,4.18,14.8,8.79,3.3,10.7,5.37,0.19,1.61,3,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,53,67,111,108,NA,39,1070,36,376,65,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,45.7,3.09,14.32,6.11,5.27,11.06,6.58,0.16,0.88,2.77,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,45,67,86,95,NA,17,549,28,212,53,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,45.72,3.03,12.98,NA,NA,10.76,10.38,0.18,1.14,3.49,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,239,372,56,229,69,108,19,20,771,27,248,61,NA,NA,419,NA,NA,NA,4.46,1.11,NA,NA,NA,NA,NA
OIB,45.85,4.42,15.12,NA,NA,11.77,5.65,0.19,1.17,3.26,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,42.5,41,121.7,NA,21.8,15.8,1213.9,NA,NA,NA,NA,NA,837.1,NA,NA,0.2,10.1,NA,NA,NA,NA,NA,NA
OIB,45.89,3.04,16.71,3.06,10.09,12.51,4.11,0.18,0.76,2.75,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,5,NA,10,260,80,NA,17,460,30,155,NA,NA,NA,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,46.01,2.05,14.83,2.36,10,10.95,9.66,0.18,0.73,2.38,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,350,660,70,320,140,92,NA,24,395,17,127,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,46.06,1.8,13.02,3.33,8.89,11.25,12.23,0.18,0.66,2.24,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,370,1200,70,550,150,80,NA,27,375,14,117,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,46.1,3.21,15.72,3.83,7.74,9.09,7.18,0.2,1.47,3.37,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,49,82,17,37,516,23,245,NA,NA,NA,NA,NA,NA,8,18,NA,NA,NA,NA,NA,NA
OIB,46.15,2.09,12.81,3.6,8.78,10.94,11.73,0.18,0.84,2.29,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,320,1000,85,480,130,81,NA,28,405,20,127,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,46.18,3.17,13.96,NA,NA,12.45,7.7,0.15,1.1,2.75,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,66.9,131.7,81.4,NA,19.6,40.4,834.8,NA,NA,NA,NA,NA,483.5,NA,NA,0,0,NA,NA,NA,NA,NA,NA
OIB,46.19,3.05,17.83,NA,NA,8.33,4,0.19,1.89,5.19,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,141,4,NA,0,12,116,NA,45,1155,35,312,75,NA,NA,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,46.2,1.92,11.08,3.06,8.96,8.82,13.37,0.18,0.23,1.99,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,600,NA,730,200,110,NA,5,270,30,155,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,46.28,1.77,14.1,1.74,10.35,10.58,10.39,0.16,0.4,2.58,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,402,NA,277,NA,NA,NA,11,276,30,79,NA,NA,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,46.35,2.69,17.87,1.49,11.34,10.7,4.03,0.21,0.79,2.89,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,5,NA,20,300,80,NA,18,455,30,95,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,46.42,2,14.32,3.41,9.41,10.3,9.98,0.19,0.82,2.68,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,350,540,70,400,120,88,NA,32,400,18,132,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,46.49,3.06,17.69,NA,NA,8.01,4.25,0.2,1.9,5.15,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,139,0,NA,6,25,118,NA,46,1107,34,302,73,NA,NA,824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,46.52,2.28,14.78,2.72,9.9,10.34,8.92,0.19,0.89,2.81,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,400,410,45,280,110,90,NA,34,435,15,139,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,46.62,2.37,14.72,2,10.71,10.04,9.1,0.19,0.91,2.82,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,260,510,61,130,61,94,NA,35,445,26,153,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,46.7,3,17.08,8.37,2.18,7.57,4.33,0.2,2.34,5.28,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,30,87,20,72,737,28,607,NA,NA,NA,NA,NA,NA,14,27,NA,NA,NA,NA,NA,NA
OIB,46.89,3.44,14.25,NA,NA,12.25,6.64,0.17,2.01,2.98,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.2,65.5,163,70.3,NA,19.4,41.5,1095.5,NA,NA,NA,NA,NA,554.4,NA,NA,0,0,NA,NA,NA,NA,NA,NA
OIB,47.09,3.026,14.08,NA,NA,11.11,7.29,0.168,1.32,2.74,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.9,NA,114.5,76.3,NA,NA,32.1,535.9,NA,NA,NA,NA,NA,254.6,NA,NA,5.5,1,NA,NA,NA,NA,NA,NA
OIB,47.28,2.75,14.55,2.45,9.7,10.03,8.74,0.18,0.84,2.78,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,265,NA,230,180,90,NA,25,425,32,210,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,47.47,2.67,15.6,4.89,7.9,10.46,5.54,0.2,1.14,3.34,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,500,180,50,95,90,87,NA,36,510,28,179,NA,NA,NA,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,47.65,2.92,18.05,3.43,5.78,8.15,4.28,0.21,2.34,4.92,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,10,10,3,10,NA,18,NA,1085,NA,420,NA,NA,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,47.7,2.87,13.12,NA,NA,9.96,10.66,NA,0.9,3.24,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,556,21,198,NA,NA,NA,234,NA,NA,NA,NA,NA,0.51287,0.70339,NA,NA,NA
OIB,47.8,2.36,11.82,2.67,8.94,10.53,10.94,0.17,0.182,2.05,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,960,72,478,115,109,NA,5,293,27,131,18,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,47.9,3.01,12.4,NA,NA,10.87,8.5,0.17,0.72,2.29,0.44,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,403,55,223,71,118,NA,11,420,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,0.51289,0.70411,NA,NA,NA
OIB,48,2.55,16.33,6.67,5.76,8.61,5.9,0.19,1.48,3.98,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,310,180,40,100,55,90,NA,44,560,28,200,NA,NA,NA,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,48,1.71,12.9,4.02,7.99,10.1,9.97,0.17,0.38,2.53,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,392,86,132,NA,12,370,74,82,33,NA,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
