pl_name,pl_rade,pl_radeerr1,pl_bmasse,pl_bmassprov,pl_orbsmax,st_rad,sy_dist,disc_year,discoverymethod,disc_facility
GJ 9827 b,1.44,0.09,4.28,Mass,0.0189,0.58,29.661,2017,Transit,K2
GJ 9827 c,1.13,0.07,1.86,Mass,0.0395,0.58,29.661,2017,Transit,K2
GJ 9827 d,1.98,0.11,3.02,Mass,0.053,0.58,29.661,2017,Transit,K2
KELT-20 b,19.514869,0.773421,1074.90106,Mass,0.0542,1.565,136.426,2017,Transit,KELT-North
K2-18 c,2.65,,7.51,Msini,0.06,0.411,38.0266,2017,Radial Velocity,La Silla Observatory
K2-141 b,1.51,0.05,4.97,Mass,0.00747,0.681,61.8736,2018,Transit,K2
K2-141 c,7.0,4.6,8.0,Mass,0.0683,0.681,61.8736,2018,Transit,K2
K2-232 b,11.209,0.246598,126.49634,Mass,0.10356,1.161,130.72,2018,Transit,K2
GJ 1132 c,1.52,,2.91,Msini,0.0476,0.226,12.613,2018,Radial Velocity,La Silla Observatory
HAT-P-11 c,13.2,,851.78013076,Mass,4.1,0.683,37.7647,2018,Radial Velocity,W. M. Keck Observatory
NGTS-2 b,17.878355,0.526823,235.1942,Mass,0.063,1.702,356.391,2018,Transit,Next-Generation Transit Survey (NGTS)
WASP-164 b,12.643752,0.459569,676.9779,Mass,0.02818,0.932,327.506,2018,Transit,SuperWASP-South
LHS 1140 c,1.272,0.026,1.91,Mass,0.027,0.2159,14.9861,2018,Transit,Multiple Observatories
K2-287 b,9.494023,0.145717,100.11645,Mass,0.1206,1.07,158.335,2018,Transit,K2
LHS 3844 b,1.286,0.043,2.37,Mass,0.00624,0.189,14.8846,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 15337 b,1.77,0.032,6.519,Mass,0.05245,0.855,44.8155,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 15337 c,2.526,0.086,6.792,Mass,0.1235,0.855,44.8155,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
L 98-59 b,0.837,0.019,0.46,Mass,0.0223,0.3155,10.6194,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
L 98-59 c,1.329,0.029,2.0,Mass,0.0309,0.3155,10.6194,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
L 98-59 d,1.627,0.041,1.64,Mass,0.0494,0.3155,10.6194,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
V1298 Tau b,9.41,0.57,13.1,Mass,0.1685,1.32,108.199,2019,Transit,K2
WASP-166 b,7.06167,0.33627,32.10083,Mass,0.0641,1.22,114.173,2019,Transit,WASP-South
TOI-270 b,1.28,0.05,1.48,Mass,0.03197,0.38,22.4793,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-270 c,2.33,0.01,6.2,Mass,0.04526,0.38,22.4793,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-270 d,2.0,0.05,4.2,Mass,0.0721,0.38,22.4793,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
GJ 357 b,1.2,0.06,1.83,Mass,0.036,0.337,9.44181,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
GJ 357 c,1.66,,3.4,Msini,0.061,0.337,9.44181,2019,Radial Velocity,Multiple Observatories
GJ 357 d,2.34,,6.1,Msini,0.204,0.337,9.44181,2019,Radial Velocity,Multiple Observatories
LTT 1445 A b,1.34,0.11,2.73,Mass,0.0381,0.271,6.86929,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
WASP-178 b,20.28829,1.00881,527.5978,Mass,0.0558,1.67,427.678,2019,Transit,WASP-South
V1298 Tau c,5.08,0.37,4.7,Mass,0.0824,1.32,108.199,2019,Transit,K2
V1298 Tau d,6.53,0.42,6.0,Mass,0.1081,1.32,108.199,2019,Transit,K2
V1298 Tau e,10.17,0.75,15.3,Mass,0.2689,1.32,108.199,2019,Transit,K2
LP 791-18 b,1.212,0.059,1.94,M-R relationship,0.00978,0.182,26.4927,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
LP 791-18 c,2.488,0.096,7.16,Mass,0.02961,0.182,26.4927,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-125 b,2.726,0.075,9.5,Mass,0.05186,0.848,111.059,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-125 c,2.759,0.1,6.63,Mass,0.0814,0.848,111.059,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
L 168-9 b,1.63,0.14,4.07,Mass,0.0208,0.604,25.1496,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-125 d,2.93,0.17,13.6,Mass,0.137,0.848,111.059,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
HATS-48 A b,8.9672,0.168135,77.23269,Mass,0.03769,0.7152,263.609,2020,Transit,HATSouth
HATS-72 b,8.0973816,0.0358688,39.855882,Mass,0.066517,0.7214,127.589,2020,Transit,HATSouth
TOI-1130 b,3.66,0.03,19.8,Mass,0.0453,0.697,58.2609,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1130 c,13.0,0.4,336.0,Mass,0.0731,0.697,58.2609,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-677 b,13.11450742,0.32506044,392.20025424,Mass,0.1041,1.28,141.812,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
LTT 3780 b,1.325,0.057,2.46,Mass,0.01195,0.38,21.9814,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
LTT 3780 c,2.39,0.1,8.04,Mass,0.0757,0.38,21.9814,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1338 b,7.661,0.053,11.3,Mass,0.4607,1.313,399.017,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
AU Mic b,4.79,0.29,8.99,Mass,0.07,0.862,9.7221,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
WASP-148 b,8.47398941,0.14571675,91.21675281,Mass,0.08215,0.912,246.353,2020,Transit,SuperWASP-North
WASP-148 c,13.9,,124.58873554,Mass,0.2044,0.912,246.353,2020,Radial Velocity,Haute-Provence Observatory
NGTS-11 b,9.157753,0.313852,109.33352,Mass,0.201,0.832,190.422,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
