pl_name,st_teff,st_rad,pl_orbsmax,pl_rade,pl_eqt,discoverymethod
TOI-1105 b,4678.46,0.755833,,3.05823658,,Transit
TOI-707 b,5424.0,0.978,0.275,2.416,491.7,Transit
WASP-5 b,5700.0,1.029,0.0267,12.184,1706.0,Transit
HD 7924 c,5075.0,0.7821,0.1134,,583.6,Radial Velocity
HD 183263 b,,,1.46,,,Radial Velocity
HD 171238 b,,,2.518,,,Radial Velocity
HD 175541 b,5013.0,4.19,0.975,,,Radial Velocity
HD 33142 b,5025.4,4.17,1.074,,,Radial Velocity
Kepler-291 b,6002.0,1.016,0.047,2.16,,Transit
HD 154672 b,5743.0,1.32,0.6,,,Radial Velocity
K2-77 b,5160.0,0.792,0.0753,2.4996027,806.0,Transit
K2-266 b,4285.0,0.703,0.01306,3.3,1515.0,Transit
Kepler-990 c,5948.0,1.08,,1.53,,Transit
TOI-2992 b,6000.0,1.545,0.0434,13.75341932,1726.0,Transit
Kepler-450 d,6197.21,1.64162,,0.837,,Transit
Kepler-638 b,5382.0,0.93,,1.83,,Transit
Kepler-479 b,5247.0,0.81,,2.12,,Transit
Kepler-363 d,5593.0,1.485,0.107,2.05,,Transit
Kepler-1946 b,5505.0,0.873,,2.48812698,,Transit
24 Sex c,5098.0,4.9,2.08,,,Radial Velocity
Kepler-1747 b,5477.0,0.865,,4.26508,,Transit
K2-335 b,6222.0,1.33,,2.21,949.0,Transit
K2-344 b,4374.0,0.49,,1.59,722.0,Transit
KELT-6 c,6272.0,1.529,2.39,,,Radial Velocity
Kepler-126 b,6239.0,1.358,0.099,1.52,,Transit
Kepler-122 e,6050.0,1.216,0.227,2.6,,Transit
Kepler-228 d,6043.0,1.014,0.101,4.04,,Transit
NGTS-15 b,5600.0,0.954,0.0441,12.32987877,1146.0,Transit
BD+37 3172 b,4500.0,50.24,4.65,,,Radial Velocity
CoRoT-19 b,6090.0,1.65,0.0518,14.46,2000.0,Transit
Kepler-1625 b,5677.0,0.94,,6.06,,Transit
Kepler-629 b,5444.0,0.84,,1.38,,Transit
TOI-6677 b,6572.28,1.57167,,5.83507112,,Transit
K2-397 b,5387.0,0.966,,2.417,,Transit
Kepler-1354 b,6168.0,1.24,,2.97,,Transit
TOI-1194 b,5394.0,0.9608,0.034,8.71664516,1264.29,Transit
KELT-17 b,7454.0,1.645,0.04881,17.093725,2087.0,Transit
TOI-3919 b,6100.0,1.319,0.0795,12.31866979,1198.0,Transit
Kepler-65 d,6211.0,1.41,0.084,1.52,,Transit
Kepler-1656 c,,1.1,3.053,,,Radial Velocity
MOA-2016-BLG-526L b,,,2.07,,,Microlensing
K2-71 b,4006.0,0.426,0.0559,2.15,,Transit
TOI-3785 b,3576.0,0.5,0.043,5.14,582.0,Transit
Kepler-1595 b,5203.0,0.8,,1.23,,Transit
KOI-351 d,6080.0,1.2,0.32,2.87,,Transit
TOI-837 b,5995.0,1.052,0.0888,9.16894621,995.3,Transit
TOI-4860 b,3260.0,0.358,0.01808,8.7,694.0,Transit
NGTS-3 A b,5600.0,0.93,0.023,16.58932,,Transit
K2-174 b,4455.0,0.676,0.126,2.6,455.0,Transit
Kepler-1880 b,4380.0,0.53,,2.11686218,,Transit
HAT-P-6 b,6570.0,1.62,,16.58932,,Transit
LHS 1903 d,3664.0,0.539,0.08604,2.5,442.0,Transit
TOI-1201 b,3476.0,0.508,0.0287,2.415,703.0,Transit
Kepler-1093 c,6166.0,1.2,,1.96,,Transit
Kepler-203 d,5821.0,1.114,0.1,1.44,,Transit
KMT-2018-BLG-1025L b,,,1.305,,,Microlensing
Kepler-379 c,6054.0,1.306,0.326,2.29,,Transit
WASP-181 b,5839.0,0.965,0.05427,13.271456,1186.0,Transit
Kepler-1033 b,5547.0,0.92,,2.51,,Transit
Kepler-684 b,5493.0,0.86,,3.36,,Transit
Kepler-393 b,6189.0,1.382,0.091,1.29,,Transit
WASP-72 b,6250.0,2.18,,14.45961,,Transit
Kepler-378 b,4661.0,0.671,0.112,0.75,,Transit
WASP-133 b,5700.0,1.44,0.0345,13.56289,1790.0,Transit
HATS-65 b,6277.0,1.31,0.04497,16.824709,1634.0,Transit
HD 35759 b,6060.0,,0.389,,,Radial Velocity
Kepler-1702 b,5093.0,0.725742,,1.60190793,,Transit
Kepler-550 b,5322.0,0.83,,4.42,,Transit
GJ 887 c,3688.0,0.468,0.121,,320.0,Radial Velocity
TOI-4458 b,6151.0,1.96,0.0522,12.40834163,1759.0,Transit
Kepler-1895 b,5076.0,0.763,,2.11934728,,Transit
TOI-1634 c,3472.0,0.45,,,,Radial Velocity
Kepler-1218 b,5986.0,1.1,,1.44,,Transit
GJ 238 b,3485.0,0.4314,0.02123,0.566,758.0,Transit
TIC 445839811 b,5408.25,0.850041,,2.47771211,,Transit
HIP 98599 b,5978.0,,3.96,,,Radial Velocity
Kepler-323 b,6004.0,1.12,0.02778,1.381,1838.0,Transit
K2-268 e,5106.0,0.78,,1.33,801.0,Transit
Kepler-8 b,6213.0,1.486,0.0474,15.871944,1680.0,Transit
Kepler-904 b,6160.0,1.25,,1.77,,Transit
Kepler-772 b,5714.0,1.11,,1.82,,Transit
Kepler-669 b,6038.0,1.2,,4.83,,Transit
Kepler-1610 c,5295.0,0.8,0.2323,2.09,433.0,Transit
Kepler-310 b,5797.0,0.876,0.111,1.19,,Transit
Kepler-427 b,5800.0,1.35,0.091,13.79,1100.0,Transit
NGTS-33 b,7437.0,1.47,0.048,18.38272835,1991.0,Transit
TOI-3976 A b,5975.0,1.501,0.0743,12.27383387,1295.0,Transit
HD 191939 e,5348.0,0.94,0.407,,390.0,Radial Velocity
Kepler-1876 b,6104.0,1.477,0.0758,0.853,1299.0,Transit
Kepler-1771 b,5661.0,0.934,,4.05537256,,Transit
HD 224693 b,5894.0,1.93,0.191,,,Radial Velocity
HD 457 b,,,15.369,,,Radial Velocity
TOI-469.01,5289.0,0.98,0.111,3.41,716.0,Transit
HIP 65891 b,5000.0,8.93,2.82,,,Radial Velocity
Kepler-227 c,5854.0,1.091,0.29,3.04,,Transit
Kepler-127 d,6106.0,1.359,0.28,2.64,,Transit
K2-184 b,5245.0,0.75,0.1685,1.47,533.0,Transit
Kepler-1026 b,4948.0,0.75,,2.21,,Transit
HD 63765 b,5449.0,0.83,0.94,,,Radial Velocity
Kepler-371 b,5666.0,0.992,0.2,1.89,,Transit
Kepler-438 b,3748.0,0.52,0.166,1.12,,Transit
HD 27442 b,4846.0,,1.271,,,Radial Velocity
Kepler-214 b,6169.0,1.352,0.13,2.61,,Transit
Kepler-398 b,4493.0,0.613,0.044,0.93,,Transit
Kepler-310 c,5797.0,0.876,0.281,3.38,,Transit
TOI-2485 b,,1.72,0.1093,12.1393261,1134.0,Transit
Kepler-982 b,6139.0,1.29,,2.25,,Transit
Kepler-1535 b,6021.0,1.11,,2.55,,Transit
Kepler-110 b,5960.0,1.149,0.107,1.83,,Transit
HD 73534 b,4917.0,2.58,2.99,,,Radial Velocity
Kepler-1630 b,4736.0,0.63,,2.19,,Transit
Kepler-824 b,6035.0,1.22,,1.87,,Transit
HATS-50 b,5990.0,1.117,0.05046,12.66617,,Transit
HD 177565 b,,,0.246,,,Radial Velocity
Kepler-1372 b,5677.0,0.97,,1.27,,Transit
KMT-2019-BLG-1367L b,,,1.7,,,Microlensing
TWA 7 b,,,52.0,,316.0,Imaging
K2-14 b,3789.0,0.45,0.0627,4.81,488.0,Transit
Kepler-511 c,5866.0,1.417,,4.20964327,,Transit
TOI-470 b,5190.0,0.831,0.119,4.34,660.0,Transit
Kepler-813 b,5743.0,0.93,,2.14,,Transit
TOI-2000 c,5611.0,1.134,0.0878,8.14,1038.0,Transit
Kepler-611 b,5761.0,1.01,,1.65,,Transit
Kepler-595 b,,0.821,,3.708,,Transit
HD 220689 b,5921.0,1.068,3.396,,,Radial Velocity
V830 Tau b,4250.0,2.0,0.057,,,Radial Velocity
HD 181433 d,,,6.74,,,Radial Velocity
Kepler-41 b,5750.0,1.29,0.03101,14.46,1790.0,Transit
Kepler-229 c,5120.0,0.728,0.117,4.92,,Transit
Kepler-1815 b,5516.0,0.967,,2.7489262,,Transit
Kepler-769 c,6186.0,1.28,,1.79,,Transit
Kepler-1770 b,5602.0,1.009,,2.84141754,,Transit
Kepler-520 c,6112.0,1.09,,1.07,,Transit
TOI-1268 b,5300.0,0.92,0.0711,9.1,918.9,Transit
Kepler-68 b,5847.0,1.2564,0.06135,2.357,1275.0,Transit
Kepler-79 d,6389.0,1.316,,7.15,,Transit
Kepler-600 b,5279.0,0.81,,2.9,,Transit
GJ 1061 d,2953.0,0.156,0.054,,,Radial Velocity
Kepler-374 d,5977.0,0.911,0.056,1.31,,Transit
Kepler-1292 b,5556.0,0.93,,1.82,,Transit
Kepler-1666 c,6293.0,1.14586,,3.23564749,,Transit
Kepler-1359 b,4709.0,0.72,,2.83,,Transit
TOI-6707 b,6289.49,1.58202,,5.72673066,,Transit
TOI-375 b,5259.9,2.9,0.099,10.77183045,1373.0,Transit
Kepler-342 b,6175.0,1.472,0.128,2.25,,Transit
WASP-153 b,5914.0,1.73,0.048,17.37395,1700.0,Transit
Kepler-853 b,6350.0,1.55,,1.69,,Transit
K2-124 b,3570.0,0.388,0.049,2.9,442.0,Transit
Kepler-1061 b,6067.0,1.07,,1.98,,Transit
TOI-201 d,6423.0,1.31,0.0698,1.39,,Transit
K2-413 b,4116.0,0.7,0.0117,0.7599,,Transit
TOI-6002 b,3229.0,0.2432,0.05722,1.65,321.4,Transit
TOI-1798.01,5165.0,0.78,0.074984,2.448,,Transit
TOI-5398 b,6000.0,1.051,0.098,10.3,947.0,Transit
Kepler-187 b,6105.0,1.287,0.059,1.41,,Transit
TOI-871 b,4929.0,0.719,0.1054,1.664,621.0,Transit
Kepler-270 b,6067.0,1.461,0.107,2.01,,Transit
Kepler-1378 b,4407.0,0.67,,2.2,,Transit
Kepler-1121 b,6231.0,1.59,,1.91,,Transit
Kepler-55 e,4503.0,0.619,0.048,1.55,,Transit
Kepler-1931 b,6167.0,1.221,,2.65323514,,Transit
Kepler-1865 b,5420.0,0.871,,1.57686072,,Transit
Kepler-341 c,6012.0,1.024,0.08,1.7,,Transit
BD-13 2130 b,4545.0,19.17,1.66,,,Radial Velocity
eps CrB b,4406.0,21.0,1.3,,,Radial Velocity
Kepler-1542 c,5564.0,0.99,,0.65,,Transit
Kepler-223 d,,1.72,,5.24,,Transit
Kepler-1268 b,5904.0,1.09,,2.03,,Transit
KMT-2023-BLG-1592L b,,,3.9,,,Microlensing
Kepler-394 b,6402.0,1.132,0.083,1.6,,Transit
GJ 1002 b,3024.0,0.137,0.0457,,230.9,Radial Velocity
TIC 231949697 b,3451.32,0.492584,,1.52831855,,Transit
Kepler-387 b,5774.0,1.046,0.068,1.03,,Transit
HD 4203 b,5596.0,1.42,1.17,,,Radial Velocity
TOI-2421 b,5607.0,1.75,0.0543,10.36830715,1534.0,Transit
Kepler-407 b,5487.0,1.04,,1.19,,Transit
HATS-54 b,5621.0,1.23,0.037,11.37711541,1429.0,Transit
Kepler-135 c,6090.0,1.275,0.103,1.16,,Transit
HD 69830 b,5385.0,,0.0785,,,Radial Velocity
Kepler-1307 b,5884.0,1.08,,2.47,,Transit
Kepler-139 c,5594.0,1.3,0.586,3.38,,Transit
Kepler-1012 b,5556.0,0.91,,1.29,,Transit
Kepler-1694 b,4954.0,0.756284,,1.17986031,,Transit
Kepler-1064 b,5153.0,0.79,,1.55,,Transit
OGLE-2017-BLG-0373L b,,,2.424,,,Microlensing
Kepler-216 c,6091.0,1.26,0.136,3.04,,Transit
K2-163 b,4937.0,0.762201,,2.46610713,,Transit
Kepler-296 c,3740.0,0.48,0.0521,2.0,,Transit
GJ 9689 b,3836.0,0.57,0.1139,,453.04,Radial Velocity
Kepler-284 c,5615.0,0.814,0.213,2.61,,Transit
GJ 27.1 b,3542.0,,0.101,,,Radial Velocity
Kepler-1075 b,3959.0,0.54,,1.42,,Transit
K2-404 b,3748.0,0.552,,2.53,,Transit
Kepler-1342 b,5527.0,0.9,,1.66,,Transit
Kepler-721 b,5075.0,0.78,,2.64,,Transit
HIP 54515 b,8100.0,,24.8,,,Imaging
TOI-2525 b,5096.0,0.785,0.1511,8.67575106,,Transit
KMT-2022-BLG-1551L b,,,2.29,,,Microlensing
Kepler-150 d,5560.0,0.939,0.104,2.79,,Transit
WASP-7 b,6400.0,1.432,0.0617,14.90797,1487.0,Transit
K2-104 b,3712.0,0.48,0.0242,1.79,798.0,Transit
HAT-P-59 b,5678.0,1.1038,0.05064,12.58768533,1277.8,Transit
Kepler-80 e,4540.0,0.678,0.0491,1.6,,Transit
Kepler-1764 b,6461.0,1.131,,4.55527871,,Transit
KIC 10001893 b,27500.0,,,,,Orbital Brightness Modulation
TOI-481 b,5735.0,1.66,0.097,11.09691,1370.0,Transit
Kepler-422 b,5972.0,1.24,0.082,12.89,,Transit
HD 13167 b,5671.0,2.39,4.1,,,Radial Velocity
HD 20782 b,5782.13,1.12681,1.3649,,,Radial Velocity
Kepler-773 b,5850.0,1.01,,1.43,,Transit
Kepler-218 d,5542.0,1.02,,2.66,,Transit
HATS-9 b,5599.0,1.56,0.0312,13.85,1746.0,Transit
Kepler-906 b,6035.0,1.02,,2.11,,Transit
Kepler-444 b,5046.0,0.752,0.04178,0.403,,Transit
K2-12 b,5672.0,1.117,0.0792,2.44,1026.0,Transit
Kepler-1819 b,6090.0,1.071,,3.90351256,,Transit
EPIC 249893012 b,5430.0,1.71,0.047,1.95,1616.0,Transit
WASP-172 b,6900.0,1.91,0.0694,17.59813,1740.0,Transit
Kepler-192 b,5479.0,1.007,0.09,2.74,,Transit
HATS-51 b,5758.0,1.44,0.04639,15.80469,1553.0,Transit
K2-21 c,4222.06,0.646783,0.107,2.49,,Transit
GJ 685 b,3816.0,0.54,0.1344,,,Radial Velocity
HATS-44 b,5080.0,0.847,0.03649,11.960003,1161.0,Transit
Kepler-1059 b,4906.0,0.72,,1.73,,Transit
Kepler-860 b,5836.0,1.06,,3.24,,Transit
BD+48 738 b,4414.0,11.0,1.0,,,Radial Velocity
Kepler-1212 b,6051.0,1.15,,2.14,,Transit
HD 11505 b,,,20.247,,,Radial Velocity
Kepler-124 c,4984.0,0.636,0.1,1.75,,Transit
HD 108341 b,5122.0,0.79,2.0,,,Radial Velocity
Kepler-30 b,5498.0,0.95,0.18,3.9,,Transit
HD 114386 c,4895.0,,1.05,,,Radial Velocity
HD 89839 b,,,4.713,,,Radial Velocity
HD 93083 b,5033.8,0.837,0.508,,,Radial Velocity
Kepler-979 b,5310.0,0.83,,2.72,,Transit
Kepler-1766 b,5868.0,1.042,,2.27904508,,Transit
Teegarden's Star b,3034.0,0.12,0.0259,,277.0,Radial Velocity
Kepler-1446 b,4865.0,0.75,,0.82,,Transit
HD 179949 b,6168.0,,0.0443,,,Radial Velocity
Kepler-558 b,5242.0,0.81,,2.37,,Transit
CoRoT-2 b,5625.0,0.906,0.02798,16.432,,Transit
KOI-1783.01,5922.0,1.143,,8.86,,Transit
TOI-1273 b,5690.0,1.06,0.0549,11.09689089,1211.0,Transit
TIC 356227008 b,5731.86,0.959792,,2.39024009,,Transit
TOI-375 d,5259.9,2.9,0.984,,434.0,Radial Velocity
Kepler-1622 b,6436.0,1.5,,1.47,,Transit
TOI-2525 c,5096.0,0.785,0.249,10.13291855,,Transit
TIC 423703298 b,4540.37,0.729825,,2.77230429,,Transit
WASP-49 b,5600.0,0.97,,12.44199,,Transit
Kepler-1727 b,5349.0,0.82,,3.17321625,,Transit
Kepler-1468 c,5893.0,1.05,,1.15,,Transit
K2-155 b,4258.0,0.58,0.0562,1.8,708.0,Transit
TOI-4666 b,3793.0,0.585,0.034,12.53164042,695.0,Transit
Kepler-1517 b,7010.0,1.95,,9.76,,Transit
Kepler-1303 b,5771.0,1.0,,1.42,,Transit
EPIC 201615463 c,,,,1.22,,Transit
HD 140901 c,,,11.8,,,Radial Velocity
HD 184010 b,4971.0,4.86,0.94,,,Radial Velocity
Kepler-1748 b,5774.0,0.864,,2.71275017,,Transit
TOI-1752 b,3762.0,0.53,0.01624,1.693,1036.0,Transit
TOI-733 b,5585.0,0.949,0.0618,1.992,1055.8,Transit
HD 207897 b,5106.0,0.7827,0.117,2.34302132,581.75,Transit
OGLE-2014-BLG-0319L b,,,3.49,,,Microlensing
HD 13808 c,5035.0,0.781,0.2554,,,Radial Velocity
TOI-5716 b,3436.0,0.22,,0.96,400.0,Transit
Kepler-1441 b,5802.0,1.0,,1.31,,Transit
Kepler-567 b,5148.0,0.79,,2.25,,Transit
Kepler-161 b,5078.0,0.806,0.054,2.12,,Transit
Kepler-1083 b,5049.0,0.77,,3.36,,Transit
K2-190 b,5631.0,0.912206,,1.35673729,,Transit
WASP-95 b,5830.0,1.23,,13.78707,,Transit
K2-224 b,5620.0,0.84,0.0516,1.56,1002.0,Transit
Kepler-1327 b,5885.0,1.03,,1.8,,Transit
Kepler-1984 b,3638.0,0.42,0.0238,6.81,675.0,Transit
Kepler-767 b,5694.0,0.94,,6.64,,Transit
Kepler-364 c,6108.0,1.284,0.312,2.15,,Transit
K2-6 b,5850.0,0.96,0.1898,2.5,615.0,Transit
Kepler-1821 b,5475.0,0.884,,2.59248115,,Transit
Kepler-963 b,5461.0,0.87,,2.66,,Transit
Kepler-52 b,4075.0,0.52,,2.1,,Transit
K2-2016-BLG-0005L b,,,4.16,,,Microlensing
Kepler-411 d,,0.82,0.279,3.319,410.0,Transit
Kepler-724 b,5437.0,0.86,,3.29,,Transit
Kepler-33 b,5904.0,1.82,0.0677,1.74,,Transit
Kepler-619 c,5980.0,1.11,,1.69,,Transit
Kepler-1371 b,5361.0,0.83,,0.73,,Transit
Kepler-1384 b,4919.0,0.74,,1.94,,Transit
EPIC 211822797 b,4057.0,0.58,0.1195,1.92,431.0,Transit
Kepler-1690 b,5404.0,0.862346,,2.81109223,,Transit
PSR B0329+54 b,,,10.26,,,Pulsar Timing
HATS-69 b,5137.0,0.8785,0.03211,10.592505,1295.7,Transit
HD 141399 d,5600.0,,2.09,,,Radial Velocity
HD 187123 b,5790.0,1.15043,0.0426,,,Radial Velocity
HD 20868 b,4802.0,0.76,0.95,,,Radial Velocity
TOI-2018 b,4174.0,0.62,,2.268,,Transit
Kepler-1248 b,6149.0,1.21,,1.18,,Transit
WASP-21 b,,,0.052,11.99,,Transit
Kepler-1929 b,5786.0,1.471,,3.07250761,,Transit
WASP-65 b,5600.0,1.01,0.0334,12.464,1480.0,Transit
Kepler-207 c,5920.0,1.588,0.044,1.5,,Transit
Kepler-920 b,5403.0,0.85,,2.42,,Transit
Kepler-1526 b,4601.0,0.69,,2.43,,Transit
Kepler-758 b,6228.0,1.42,,2.48,,Transit
Kepler-903 b,5682.0,0.97,,2.01,,Transit
Kepler-497 b,5834.0,1.11,,6.04,,Transit
Kepler-127 b,6106.0,1.359,0.125,1.4,,Transit
Kepler-1436 b,5972.0,1.09,,1.31,,Transit
Kepler-27 c,5400.0,0.59,0.191,4.9,,Transit
HD 148164 c,6032.0,1.34,6.15,,,Radial Velocity
K2-261 b,5490.0,1.663,0.1086,9.26982704,1036.0,Transit
Kepler-1917 b,5530.0,0.788,,1.88971288,,Transit
GJ 3998 c,3726.0,0.5,0.09,,,Radial Velocity
Kepler-290 b,5147.0,0.743,0.11,2.25,,Transit
Kepler-1290 b,5660.0,0.93,,1.42,,Transit
WASP-149 b,5750.0,1.08,0.024,15.24421375,1855.0,Transit
Kepler-826 b,6079.0,1.15,,1.25,,Transit
KIC 8540376 b,6474.0,1.26,,4.1,,Transit
K2-406 b,5784.0,0.961,,4.602,,Transit
Kepler-282 b,5602.0,0.904,0.082,1.01,,Transit
HD 219134 d,4699.0,0.778,0.237,1.61,410.5,Radial Velocity
Kepler-1794 b,5052.0,0.816,,1.79426276,,Transit
HD 70573 b,5737.0,,1.76,,,Radial Velocity
HD 143811 AB b,6791.0,,63.0,15.69257298,,Imaging
TOI-5803 b,5134.0,0.7625,,3.2732,678.87,Transit
OGLE-2012-BLG-0026L b,,,4.0,,,Microlensing
CoRoT-10 b,5075.0,0.79,0.1055,10.87,600.0,Transit
KOI-351 b,6080.0,1.2,0.074,1.31,,Transit
Kepler-1305 b,5701.0,0.96,,1.88,,Transit
Kepler-1259 b,5053.0,0.77,,1.43,,Transit
Kepler-255 b,5573.0,0.933,0.063,1.55,,Transit
Kepler-1599 b,5767.0,0.99,,1.62,,Transit
HATS-60 b,5688.0,1.46,0.04708,12.923977,1528.0,Transit
HATS-14 b,5346.0,0.933,0.03815,11.646151,1276.0,Transit
Kepler-343 c,5807.0,1.433,0.167,2.02,,Transit
HD 81040 b,,,1.946,,,Radial Velocity
Kepler-651 b,5522.0,0.87,,2.37,,Transit
Kepler-1742 b,5776.0,0.849,,2.1782413,,Transit
HD 168863 b,,,10.961,,,Radial Velocity
psi1 Dra B b,6212.0,,4.43,,,Radial Velocity
K2-107 b,6061.0,1.81,0.0475,15.98,1649.0,Transit
KMT-2025-BLG-0121L b,,,3.05,,,Microlensing
Kepler-290 c,5147.0,0.743,0.205,2.7,,Transit
Kepler-1779 b,5730.0,1.056,,3.03295685,,Transit
Kepler-1210 b,5568.0,0.92,,1.7,,Transit
Kepler-219 b,5786.0,1.491,0.057,2.95,,Transit
Kepler-1304 b,5259.0,0.81,,2.29,,Transit
Kepler-122 c,6050.0,1.216,0.108,5.87,,Transit
BD+45 564 b,5004.0,,0.83,,,Radial Velocity
Qatar-5 b,5747.0,1.076,0.04127,12.408363,1415.0,Transit
Kepler-894 b,5603.0,0.85,,2.78,,Transit
Kepler-154 b,5690.0,1.001,0.198,2.26,,Transit
TOI-5713 b,3225.0,0.2992,0.06008,1.77,347.2,Transit
HIP 90988 b,,,1.36,,,Radial Velocity
HD 23079 b,5994.0,1.08,,,,Radial Velocity
Kepler-107 b,5854.0,1.447,0.04544,1.536,1592.0,Transit
TOI-4515 b,5433.0,0.86,0.118,12.17,705.0,Transit
TOI-2267 b,3030.0,0.2075,0.0205,1.0,424.0,Transit
HD 360 b,4770.0,10.86,0.98,,,Radial Velocity
HIP 5158 b,4962.0,,0.89,,,Radial Velocity
Kepler-395 b,4262.0,0.556,0.061,1.03,,Transit
XO-2 S b,5325.0,1.02,0.1347,,,Radial Velocity
Kepler-81 c,,0.59,,2.37,,Transit
HD 76920 b,4664.0,8.33,1.091,,,Radial Velocity
K2-285 c,4975.0,0.787,0.0824,3.53,741.4,Transit
Kepler-385 b,6326.0,1.126,0.097,2.73,,Transit
Kepler-635 b,6174.0,1.51,,2.64,,Transit
Kepler-691 b,3715.0,0.5,,2.09,,Transit
Kepler-151 c,5460.0,0.83,0.16,2.09,,Transit
TOI-333 b,6241.0,1.1,0.049,4.26,1445.0,Transit
K2-8 b,4870.0,0.74,0.0856,3.58,631.0,Transit
Kepler-565 b,5735.0,0.95,,3.64,,Transit
TOI-929 b,4457.16,0.717414,,2.68983343,,Transit
Kepler-216 b,6091.0,1.26,0.079,2.35,,Transit
TOI-2005 b,7130.0,2.02,0.16,11.99360935,,Transit
Kepler-418 b,5820.0,1.09,,13.45,,Transit
KIC 10525077 b,6091.0,1.01,,5.5,,Transit
K2-155 d,4258.0,0.58,0.1937,1.9,381.0,Transit
HAT-P-15 b,5568.0,1.07,,11.88154,,Transit
KOI-142 b,5466.0,0.897,,3.438,,Transit
HD 238090 b,3933.0,0.57,0.0932,,469.6,Radial Velocity
Kepler-609 b,5971.0,1.14,,3.35,,Transit
TOI-6080 b,5775.46,1.06221,,3.32424168,,Transit
HD 192699 b,5041.0,4.41,1.063,,,Radial Velocity
Kepler-112 c,5544.0,0.841,0.172,2.4,,Transit
Kepler-215 e,5739.0,1.027,0.314,1.75,,Transit
Kepler-1100 b,6247.0,1.34,,1.75,,Transit
Kepler-347 d,5592.0,1.451,0.3802,3.04,482.0,Transit
Kepler-990 b,5948.0,1.08,,2.6,,Transit
TOI-6130 b,6110.0,1.51,0.036,14.3474953,1750.0,Transit
HATS-57 b,5587.0,0.96,0.03493,12.767051,1413.4,Transit
HD 41004 B b,,,,,,Radial Velocity
Kepler-271 b,5555.0,0.87,,1.23,,Transit
OGLE-2013-BLG-1721L b,,,2.6,,,Microlensing
Kepler-280 c,5744.0,0.886,0.056,2.01,,Transit
HIP 66074 b,4300.0,0.69,0.799,,,Astrometry
Kepler-1447 b,5722.0,0.95,,2.9,,Transit
Kepler-337 b,5684.0,1.761,0.045,1.54,,Transit
TrES-3 b,5650.0,0.829,0.02282,14.975,,Transit
Kepler-1553 b,5288.0,0.81,,1.15,,Transit
TOI-3288 b,4072.0,0.672,0.02285,12.24020692,973.0,Transit
HD 108147 b,6255.73,1.20664,0.102,,,Radial Velocity
Kepler-485 b,5958.0,1.09,,14.41,,Transit
Kepler-681 b,5021.0,0.76,,3.08,,Transit
TOI-5799 c,3452.0,0.321,0.0782,1.76,337.0,Transit
Kepler-632 b,5322.0,0.84,,2.21,,Transit
Kepler-68 d,5847.0,1.2564,1.469,,,Radial Velocity
TOI-1718 b,5304.91,0.939285,,4.10824994,,Transit
Kepler-105 b,5933.0,1.026,,2.53,,Transit
TOI-375 c,5259.9,2.9,0.524,,596.0,Radial Velocity
TOI-1260 b,4227.0,0.672,0.0367,2.41,871.0,Transit
KMT-2023-BLG-1431L b,,,3.2,,,Microlensing
Kepler-418 c,5822.0,1.081,,5.22108654,,Transit
Kepler-1247 b,5303.0,0.82,,2.33,,Transit
HD 97048 b,10000.0,2.25,130.0,,,Disk Kinematics
HD 103197 b,5250.0,0.88,0.25,,,Radial Velocity
HIP 67537 b,,,4.807,,,Radial Velocity
Kepler-62 f,4925.0,0.64,0.718,1.41,208.0,Transit
Kepler-1360 b,6778.0,1.83,,3.4,,Transit
Kepler-1664 b,5735.81,,,3.03320653,,Transit
Kepler-1172 b,5558.0,0.89,,3.2,,Transit
BD-14 3065 b,6935.0,2.35,0.0656,21.59,2001.0,Transit
WASP-126 b,5800.0,1.27,,,,Transit
TOI-1279 b,5457.0,0.8426,0.085,2.66146528,759.0,Transit
WASP-156 b,5036.0,,0.046,6.15,,Transit
TOI-1184 b,4534.0,0.69,0.056027,2.39,,Transit
TOI-1203 c,5737.0,1.179,,,,Radial Velocity
Kepler-66 b,5962.0,0.966,0.1352,2.8,,Transit
Kepler-260 c,5250.0,0.862,0.332,1.74,,Transit
HD 158996 b,4069.0,50.3,2.1,,,Radial Velocity
K2-117 c,3778.0,0.51,0.0492,2.06,537.0,Transit
TOI-5335 b,5528.92,0.916633,,4.02422162,,Transit
HD 16141 b,5757.0,1.48,0.36,,,Radial Velocity
Kepler-900 b,4836.0,0.73,,2.08,,Transit
HD 15906 b,4757.0,0.762,0.09,2.24,668.0,Transit
Kepler-472 b,4996.0,0.78,,3.22,,Transit
HAT-P-46 b,6120.0,1.396,0.0577,14.392,1458.0,Transit
Kepler-269 c,5847.0,0.959,0.081,1.69,,Transit
Kepler-821 b,5191.0,0.8,,1.31,,Transit
Kepler-1482 b,5381.0,0.84,,1.01,,Transit
Kepler-19 b,5541.0,0.859,0.0846,2.209,851.0,Transit
HD 98736 b,5271.0,0.93,1.864,,,Radial Velocity
Kepler-1035 b,5763.0,0.97,,1.17,,Transit
Kepler-505 b,3931.0,0.53,,2.6,,Transit
Kepler-376 c,5900.0,1.175,0.115,1.79,,Transit
Kepler-114 c,,0.54,,1.6,,Transit
Kepler-79 c,6389.0,1.316,,3.76,,Transit
Kepler-286 e,5580.0,0.863,0.176,1.77,,Transit
TOI-6383 A b,3444.0,0.457,0.02292,11.29,745.0,Transit
Kepler-279 e,,1.43,,,,Transit
HD 48265 c,5805.0,,10.4,,,Radial Velocity
Kepler-1687 b,4132.0,0.726119,,1.65623882,,Transit
